date,open,high,low,close,change_percent
1986-01-17,133.06,133.6,132.605,132.77,-0.22
1986-01-20,132.77,132.79,131.145,131.605,-0.88
1986-01-21,131.605,132.015,130.595,131.09,-0.39
1986-01-22,131.09,131.78,129.47,129.615,-1.13
1986-01-23,129.615,129.615,128.46,129.27,-0.27
1986-01-24,129.27,130.54,129.27,130.2,0.72
1986-01-27,130.205,130.985,129.795,130.795,0.46
1986-01-28,130.795,132.045,130.67,131.99,0.91
1986-01-29,131.99,134.13,131.99,133.06,0.81
1986-01-30,133.06,133.16,132.085,132.19,-0.65
1986-01-31,132.19,133.22,132.03,132.925,0.56
1986-02-03,132.925,134.425,132.925,134.24,0.99
1986-02-04,134.24,135.69,134.24,134.6,0.27
1986-02-05,134.6,135.79,134.6,135.715,0.83
1986-02-06,135.715,136.94,135.565,136.64,0.68
1986-02-07,136.47,137.485,135.745,137.42,0.57
1986-02-10,137.4,138.245,137.305,138.125,0.51
1986-02-11,138.125,138.61,137.85,138.26,0.1
1986-02-12,138.26,138.765,138.035,138.665,0.29
1986-02-13,138.665,139.295,138.45,139.165,0.36
1986-02-14,139.165,140.63,139.165,140.16,0.71
1986-02-18,140.16,140.765,139.985,140.735,0.41
1986-02-19,140.735,140.92,139.585,139.64,-0.78
1986-02-20,139.64,140.025,138.94,139.945,0.22
1986-02-21,139.945,141.235,139.945,141.145,0.86
1986-02-24,141.165,141.175,139.99,140.2,-0.67
1986-02-25,140.2,140.2,138.865,139.4,-0.57
1986-02-26,139.4,139.635,138.675,138.875,-0.38
1986-02-27,138.875,140.53,138.735,140.525,1.19
1986-02-28,140.9,141.83,140.415,140.425,-0.07
1986-03-03,140.425,140.665,139.6,139.74,-0.49
1986-03-04,139.74,141.77,139.7,140.545,0.58
1986-03-05,140.545,140.615,139.565,140.245,-0.21
1986-03-06,140.245,141.345,140.17,140.8,0.4
1986-03-07,140.8,141.165,140.24,140.71,-0.06
1986-03-10,140.71,142.58,140.71,142.435,1.23
1986-03-11,142.435,145.5,142.435,145.345,2.04
1986-03-12,145.345,147.32,145.34,146.62,0.88
1986-03-13,146.62,147.05,145.88,147.01,0.27
1986-03-14,147.01,147.45,146.555,147.0,-0.01
1986-03-17,147.0,147.0,145.57,146.365,-0.43
1986-03-18,146.365,147.825,146.115,147.625,0.86
1986-03-19,147.625,148.57,147.425,147.475,-0.1
1986-03-20,147.475,148.535,147.27,147.8,0.22
1986-03-21,147.8,148.785,147.56,148.005,0.14
1986-03-24,148.005,148.145,146.205,147.09,-0.62
1986-03-25,147.09,147.71,146.625,147.485,0.27
1986-03-26,147.485,147.565,146.735,147.255,-0.16
1986-03-27,147.25,149.055,147.165,148.375,0.76
1986-03-31,148.375,149.205,147.89,148.86,0.33
1986-04-01,148.86,149.225,148.065,148.45,-0.28
1986-04-02,148.45,148.94,147.095,148.92,0.32
1986-04-03,148.92,149.935,148.55,148.71,-0.14
1986-04-04,148.71,148.795,146.94,147.035,-1.13
1986-04-07,147.035,147.08,144.83,146.055,-0.67
1986-04-08,146.055,148.945,146.055,148.93,1.97
1986-04-09,148.93,150.03,148.545,149.055,0.08
1986-04-10,149.055,151.775,149.055,151.765,1.82
1986-04-11,151.765,153.54,151.765,152.665,0.59
1986-04-14,152.665,153.975,152.485,153.925,0.83
1986-04-15,153.925,155.025,153.435,154.92,0.65
1986-04-16,154.92,158.975,154.92,158.895,2.57
1986-04-17,158.895,159.86,158.285,159.055,0.1
1986-04-18,157.375,159.155,157.35,157.66,-0.88
1986-04-21,157.66,158.63,157.24,158.525,0.55
1986-04-22,157.35,159.47,157.345,157.86,-0.42
1986-04-23,156.65,158.21,156.63,157.46,-0.25
1986-04-24,157.46,160.16,157.46,159.855,1.52
1986-04-25,159.855,160.625,159.595,160.46,0.38
1986-04-28,160.46,160.95,159.14,159.9,-0.35
1986-04-29,159.9,160.305,157.695,158.25,-1.03
1986-04-30,158.25,158.405,154.785,154.91,-2.11
1986-05-01,154.91,154.94,153.725,154.205,-0.46
1986-05-02,154.205,155.585,154.205,155.01,0.52
1986-05-05,155.01,157.415,155.01,157.14,1.37
1986-05-06,157.14,158.09,156.855,157.125,-0.01
1986-05-07,157.125,157.125,155.31,156.255,-0.55
1986-05-08,156.255,157.53,156.18,157.16,0.58
1986-05-09,157.16,157.915,156.38,157.915,0.48
1986-05-12,157.915,158.255,157.36,157.75,-0.1
1986-05-13,157.75,157.92,156.405,157.05,-0.44
1986-05-14,157.05,157.815,156.545,157.005,-0.03
1986-05-15,157.005,157.115,155.395,155.765,-0.79
1986-05-16,155.765,155.86,154.39,154.995,-0.49
1986-05-19,154.995,155.595,154.875,155.31,0.2
1986-05-20,155.31,157.05,155.0,157.01,1.09
1986-05-21,157.01,158.38,156.925,157.44,0.27
1986-05-22,157.44,159.675,157.26,159.63,1.39
1986-05-23,159.63,160.39,159.415,160.165,0.34
1986-05-27,160.165,161.215,159.94,161.175,0.63
1986-05-28,161.175,162.03,160.65,161.305,0.08
1986-05-29,161.305,161.82,160.29,161.62,0.2
1986-05-30,161.62,163.62,161.515,163.16,0.95
1986-06-02,163.16,163.98,162.0,162.03,-0.69
1986-06-03,162.03,162.23,161.37,162.11,0.05
1986-06-04,162.11,163.09,161.4,161.825,-0.18
1986-06-05,161.825,162.81,161.755,162.36,0.33
1986-06-06,162.36,162.905,161.885,161.885,-0.29
1986-06-09,161.885,161.98,158.21,158.61,-2.02
1986-06-10,158.605,158.7,157.175,158.105,-0.32
1986-06-11,158.105,160.08,158.105,160.035,1.22
1986-06-12,160.035,161.045,159.95,160.365,0.21
1986-06-13,160.365,162.53,160.33,162.355,1.24
1986-06-16,162.355,162.925,160.625,160.8,-0.96
1986-06-17,160.8,161.205,158.43,158.575,-1.38
1986-06-18,158.575,158.665,156.865,158.48,-0.06
1986-06-19,158.48,160.14,158.295,159.28,0.5
1986-06-20,159.28,159.71,158.295,159.585,0.19
1986-06-23,159.585,160.58,159.355,159.555,-0.02
1986-06-24,159.555,161.1,159.43,160.8,0.78
1986-06-25,160.8,162.52,160.8,162.0,0.75
1986-06-26,162.0,162.255,161.375,161.72,-0.17
1986-06-27,161.72,162.055,161.205,161.615,-0.06
1986-06-30,161.615,163.07,161.535,162.615,0.62
1986-07-01,162.615,163.615,162.615,163.325,0.44
1986-07-02,163.325,164.2,163.32,163.96,0.39
1986-07-03,163.96,164.56,163.6,164.515,0.34
1986-07-07,164.515,164.545,157.59,157.625,-4.19
1986-07-08,157.625,157.625,152.43,153.26,-2.77
1986-07-09,153.26,155.65,153.17,155.41,1.4
1986-07-10,155.41,156.345,153.145,154.29,-0.72
1986-07-11,154.29,154.445,152.725,152.855,-0.93
1986-07-14,152.855,152.92,149.01,149.285,-2.34
1986-07-15,149.285,149.285,145.32,146.255,-2.03
1986-07-16,146.255,148.45,146.255,147.395,0.78
1986-07-17,147.395,148.75,147.255,148.465,0.73
1986-07-18,148.465,148.525,146.48,147.76,-0.47
1986-07-21,147.76,147.945,146.795,147.075,-0.46
1986-07-22,147.075,148.165,146.585,147.405,0.22
1986-07-23,147.405,148.015,147.12,147.175,-0.16
1986-07-24,147.175,148.155,146.98,147.28,0.07
1986-07-25,147.28,148.415,147.28,148.26,0.67
1986-07-28,148.26,148.735,145.215,145.505,-1.86
1986-07-29,145.505,145.57,144.035,144.205,-0.89
1986-07-30,144.205,144.67,142.73,144.52,0.22
1986-07-31,144.585,145.61,144.565,144.705,0.13
1986-08-01,144.705,145.765,144.005,144.19,-0.36
1986-08-04,144.19,144.19,141.645,142.525,-1.15
1986-08-05,142.525,142.91,141.75,141.86,-0.47
1986-08-06,141.86,141.86,140.3,140.545,-0.93
1986-08-07,140.545,141.47,140.18,140.695,0.11
1986-08-08,140.695,142.55,140.695,142.295,1.14
1986-08-11,142.295,145.515,142.295,145.44,2.21
1986-08-12,145.44,147.315,145.44,147.06,1.11
1986-08-13,147.06,149.445,147.06,148.835,1.21
1986-08-14,148.835,150.14,148.625,149.995,0.78
1986-08-15,150.005,150.3,149.185,149.575,-0.28
1986-08-18,149.575,150.07,148.83,149.07,-0.34
1986-08-19,149.07,149.085,147.98,148.595,-0.32
1986-08-20,148.595,149.905,148.465,149.755,0.78
1986-08-21,149.755,150.655,149.46,150.01,0.17
1986-08-22,150.01,151.255,149.69,150.945,0.62
1986-08-25,150.945,151.115,149.775,149.91,-0.69
1986-08-26,149.91,151.23,149.875,151.155,0.83
1986-08-27,151.155,152.165,151.07,152.02,0.57
1986-08-28,152.02,152.3,151.355,152.045,0.02
1986-08-29,152.045,152.555,151.695,151.7,-0.23
1986-09-02,151.7,152.07,149.15,149.34,-1.56
1986-09-03,149.34,149.84,148.595,149.82,0.32
1986-09-04,149.82,151.725,149.79,151.395,1.05
1986-09-05,151.395,151.905,149.545,149.67,-1.14
1986-09-08,149.67,149.67,146.35,146.55,-2.08
1986-09-09,146.55,147.315,145.41,145.76,-0.54
1986-09-10,145.76,145.76,144.57,144.74,-0.7
1986-09-11,144.74,144.74,138.46,138.46,-4.34
1986-09-12,138.46,138.615,134.845,135.035,-2.47
1986-09-15,135.035,135.96,134.085,134.94,-0.07
1986-09-16,134.94,135.25,133.28,135.21,0.2
1986-09-17,135.21,136.99,135.055,136.39,0.87
1986-09-18,136.39,138.57,136.295,138.135,1.28
1986-09-19,138.135,138.495,137.025,138.455,0.23
1986-09-22,138.52,140.295,138.35,140.12,1.2
1986-09-23,140.12,141.06,139.05,139.565,-0.4
1986-09-24,139.565,140.075,138.665,139.235,-0.24
1986-09-25,137.615,137.615,137.615,137.615,-1.16
1986-09-26,137.615,138.12,136.49,137.585,-0.02
1986-09-29,137.585,137.585,134.815,135.535,-1.49
1986-09-30,135.535,137.84,135.535,137.495,1.45
1986-10-01,137.52,139.01,137.52,138.265,0.56
1986-10-02,138.265,138.43,137.405,138.22,-0.03
1986-10-03,138.22,139.37,137.66,138.555,0.24
1986-10-06,138.655,139.19,138.39,139.115,0.4
1986-10-07,139.115,139.245,137.91,138.255,-0.62
1986-10-08,138.255,139.33,137.545,139.265,0.73
1986-10-09,139.245,140.145,139.03,139.165,-0.07
1986-10-10,139.165,140.215,138.76,139.87,0.51
1986-10-13,139.87,140.715,139.625,140.675,0.58
1986-10-14,140.675,141.6,140.66,140.965,0.21
1986-10-15,140.965,142.22,140.755,142.1,0.81
1986-10-16,142.1,142.48,141.765,141.9,-0.14
1986-10-17,141.885,142.095,140.905,141.195,-0.5
1986-10-20,141.195,141.23,139.49,140.1,-0.78
1986-10-21,140.1,140.47,139.38,139.925,-0.12
1986-10-22,139.925,140.59,139.9,140.3,0.27
1986-10-23,140.3,142.4,140.23,142.15,1.32
1986-10-24,142.15,142.75,141.645,141.965,-0.13
1986-10-27,141.965,142.255,141.26,141.76,-0.14
1986-10-28,141.76,142.905,141.685,142.495,0.52
1986-10-29,142.495,143.28,142.115,143.13,0.45
1986-10-30,143.13,145.18,143.13,144.78,1.15
1986-10-31,144.78,145.18,143.79,144.48,-0.21
1986-11-03,144.48,144.97,144.12,144.81,0.23
1986-11-04,144.81,146.055,144.54,145.965,0.8
1986-11-05,145.965,146.685,145.51,146.18,0.15
1986-11-06,146.185,146.23,144.64,145.41,-0.53
1986-11-07,145.41,145.41,144.4,144.91,-0.34
1986-11-10,144.91,145.05,143.7,144.295,-0.42
1986-11-11,144.295,145.445,144.295,145.35,0.73
1986-11-12,145.35,145.915,145.02,145.58,0.16
1986-11-13,145.58,145.685,143.405,143.415,-1.49
1986-11-14,143.415,143.78,142.86,143.505,0.06
1986-11-17,143.505,144.02,142.14,143.195,-0.22
1986-11-18,143.195,143.675,140.625,140.66,-1.77
1986-11-19,140.66,140.66,138.955,139.545,-0.79
1986-11-20,139.545,141.435,139.545,141.31,1.26
1986-11-21,141.31,143.05,141.31,142.9,1.13
1986-11-24,142.9,144.635,142.77,144.495,1.12
1986-11-25,144.495,145.77,144.345,145.77,0.88
1986-11-26,145.77,146.95,145.585,146.87,0.75
1986-11-28,146.87,147.96,146.87,147.94,0.73
1986-12-01,147.94,147.94,145.63,146.855,-0.73
1986-12-02,146.855,148.99,146.855,148.865,1.37
1986-12-03,148.865,150.715,148.865,150.08,0.82
1986-12-04,150.085,150.85,149.84,149.98,-0.07
1986-12-05,149.98,150.375,148.695,149.045,-0.62
1986-12-08,149.045,149.045,146.85,147.845,-0.81
1986-12-09,147.845,147.855,146.815,146.865,-0.66
1986-12-10,146.865,147.325,146.4,146.955,0.06
1986-12-11,146.955,147.395,145.63,146.08,-0.6
1986-12-12,146.075,146.075,144.75,144.98,-0.75
1986-12-15,144.98,144.98,142.845,144.075,-0.62
1986-12-16,144.075,144.595,143.61,144.49,0.29
1986-12-17,144.49,144.495,142.915,143.045,-1.0
1986-12-18,143.045,143.49,142.535,142.855,-0.13
1986-12-19,142.855,144.075,142.825,143.77,0.64
1986-12-22,143.77,144.39,143.235,144.085,0.22
1986-12-23,144.085,144.245,142.4,142.805,-0.89
1986-12-24,142.805,143.16,142.325,142.795,-0.01
1986-12-26,142.795,143.08,142.5,142.935,0.1
1986-12-29,142.935,143.035,141.375,141.515,-0.99
1986-12-30,141.515,141.795,140.945,141.525,0.01
1986-12-31,141.525,142.125,141.045,141.405,-0.08
1987-01-02,141.405,143.01,141.405,142.86,1.03
1987-01-05,142.86,147.64,142.86,147.405,3.18
1987-01-06,147.405,149.08,147.405,149.06,1.12
1987-01-07,149.06,153.085,149.06,152.975,2.63
1987-01-08,152.975,155.695,152.975,155.69,1.77
1987-01-09,155.69,157.385,155.11,156.99,0.83
1987-01-12,156.99,159.43,156.6,159.305,1.47
1987-01-13,159.305,159.845,158.375,159.62,0.2
1987-01-14,159.62,162.67,159.62,162.66,1.9
1987-01-15,162.66,165.05,162.66,164.145,0.91
1987-01-16,164.145,164.17,161.635,162.515,-0.99
1987-01-19,162.515,166.455,161.715,166.455,2.42
1987-01-20,166.455,168.35,166.02,166.52,0.04
1987-01-21,166.52,166.52,164.14,164.26,-1.36
1987-01-22,164.26,168.005,163.445,167.945,2.24
1987-01-23,167.945,170.275,166.625,166.765,-0.7
1987-01-26,166.765,166.765,163.88,164.14,-1.57
1987-01-27,164.14,167.325,164.075,166.655,1.53
1987-01-28,166.655,167.77,165.99,167.625,0.58
1987-01-29,167.625,168.875,165.11,165.74,-1.12
1987-01-30,165.71,166.775,164.34,166.675,0.56
1987-02-02,166.705,170.32,166.58,170.305,2.18
1987-02-03,170.305,171.725,170.305,171.555,0.73
1987-02-04,171.555,173.68,170.685,173.5,1.13
1987-02-05,173.5,175.43,173.455,174.635,0.65
1987-02-06,174.335,175.485,174.335,174.63,-0.0
1987-02-09,173.225,174.63,173.225,173.625,-0.58
1987-02-10,173.625,173.74,171.24,172.325,-0.75
1987-02-11,172.325,176.125,172.325,175.98,2.12
1987-02-12,175.985,177.05,175.755,176.265,0.16
1987-02-13,176.265,179.305,175.755,179.065,1.59
1987-02-17,179.065,183.675,179.065,183.65,2.56
1987-02-18,183.65,184.73,180.41,181.21,-1.33
1987-02-19,181.21,181.375,178.895,179.87,-0.74
1987-02-20,179.87,179.905,178.0,178.685,-0.66
1987-02-23,178.685,178.735,175.18,177.705,-0.55
1987-02-24,177.705,179.29,176.985,178.94,0.69
1987-02-25,178.94,181.055,178.92,180.97,1.13
1987-02-26,180.97,183.36,180.595,182.185,0.67
1987-02-27,182.185,182.915,181.58,182.75,0.31
1987-03-02,182.75,183.385,180.985,181.065,-0.92
1987-03-03,181.065,181.665,179.865,180.565,-0.28
1987-03-04,180.565,183.55,180.56,183.275,1.5
1987-03-05,183.275,185.745,183.275,184.67,0.76
1987-03-06,184.67,184.8,183.4,184.285,-0.21
1987-03-09,184.285,184.285,181.295,182.475,-0.98
1987-03-10,182.475,184.765,182.31,184.465,1.09
1987-03-11,184.465,186.425,184.465,185.31,0.46
1987-03-12,185.31,185.33,184.115,184.77,-0.29
1987-03-13,184.77,185.45,182.895,183.165,-0.87
1987-03-16,183.165,183.165,181.42,182.73,-0.24
1987-03-17,182.73,185.9,182.73,185.9,1.73
1987-03-18,185.9,187.975,185.135,186.045,0.08
1987-03-19,186.045,188.105,185.87,187.96,1.03
1987-03-20,187.96,190.425,187.96,189.825,0.99
1987-03-23,189.825,190.365,188.555,189.4,-0.22
1987-03-24,189.4,190.33,188.485,190.18,0.41
1987-03-25,190.18,190.525,188.895,190.195,0.01
1987-03-26,190.195,191.365,190.195,190.705,0.27
1987-03-27,190.705,191.745,188.88,189.05,-0.87
1987-03-30,189.05,189.05,183.27,183.835,-2.76
1987-03-31,183.835,186.255,183.805,186.04,1.2
1987-04-01,186.04,186.1,182.575,186.075,0.02
1987-04-02,186.075,188.04,186.075,187.66,0.85
1987-04-03,179.815,191.43,179.815,191.36,1.97
1987-04-06,191.36,192.46,189.665,190.915,-0.23
1987-04-07,190.915,190.96,187.435,187.435,-1.82
1987-04-08,187.435,189.97,187.435,189.28,0.98
1987-04-09,189.28,189.51,187.18,188.73,-0.29
1987-04-10,188.73,189.045,187.735,188.285,-0.24
1987-04-13,188.285,188.29,183.9,183.945,-2.31
1987-04-14,183.945,183.945,179.025,179.725,-2.29
1987-04-15,179.725,182.46,179.725,182.46,1.52
1987-04-16,182.46,185.065,182.455,183.745,0.7
1987-04-20,183.745,184.375,181.68,182.125,-0.88
1987-04-21,182.125,184.755,180.175,184.635,1.38
1987-04-22,184.635,185.685,183.955,183.955,-0.37
1987-04-23,183.955,185.075,182.965,183.77,-0.1
1987-04-24,183.77,183.77,180.275,180.375,-1.85
1987-04-27,180.375,180.375,177.51,179.55,-0.46
1987-04-28,179.55,182.05,179.55,181.265,0.96
1987-04-29,181.265,183.72,181.265,182.22,0.53
1987-04-30,182.22,185.875,182.22,184.83,1.43
1987-05-01,184.83,186.17,184.285,185.83,0.54
1987-05-04,185.83,186.74,185.01,186.45,0.33
1987-05-05,186.45,189.99,186.45,189.735,1.76
1987-05-06,189.735,190.505,188.685,189.295,-0.23
1987-05-07,189.295,190.585,189.295,190.015,0.38
1987-05-08,190.015,191.42,189.525,190.36,0.18
1987-05-11,190.36,191.7,189.24,189.24,-0.59
1987-05-12,189.24,189.35,187.465,188.975,-0.14
1987-05-13,188.975,190.465,188.975,190.295,0.7
1987-05-14,190.295,191.165,190.21,190.74,0.23
1987-05-15,190.74,190.74,187.91,187.91,-1.48
1987-05-18,187.91,188.12,183.33,185.455,-1.31
1987-05-19,185.455,185.93,181.0,181.465,-2.15
1987-05-20,181.465,182.72,179.735,181.7,0.13
1987-05-21,181.7,183.57,181.7,182.66,0.53
1987-05-22,182.66,183.535,181.27,181.64,-0.56
1987-05-26,181.64,185.19,181.64,185.17,1.94
1987-05-27,185.17,186.505,185.07,185.955,0.42
1987-05-28,185.955,188.21,185.855,188.11,1.16
1987-05-29,188.11,189.83,188.11,188.77,0.35
1987-06-01,188.77,189.155,185.54,185.86,-1.54
1987-06-02,185.86,186.185,184.44,184.5,-0.73
1987-06-03,184.5,186.395,184.5,185.76,0.68
1987-06-04,185.76,186.47,185.205,186.255,0.27
1987-06-05,186.255,186.86,185.495,185.685,-0.31
1987-06-08,185.685,187.655,185.015,187.535,1.0
1987-06-09,187.535,189.62,187.535,189.475,1.03
1987-06-10,189.475,191.84,189.345,190.02,0.29
1987-06-11,190.02,190.725,188.85,189.665,-0.19
1987-06-12,189.665,191.26,189.665,190.36,0.37
1987-06-15,190.36,191.05,189.28,189.6,-0.4
1987-06-16,189.6,191.295,188.635,191.14,0.81
1987-06-17,191.14,192.145,190.745,191.32,0.09
1987-06-18,191.32,192.78,190.145,192.37,0.55
1987-06-19,192.37,193.195,191.3,192.05,-0.17
1987-06-22,192.05,193.045,192.0,192.9,0.44
1987-06-23,192.9,193.275,191.075,191.84,-0.55
1987-06-24,191.84,193.36,191.565,191.905,0.03
1987-06-25,191.905,192.87,191.225,191.345,-0.29
1987-06-26,191.345,191.445,189.315,191.06,-0.15
1987-06-29,191.06,191.295,190.375,190.7,-0.19
1987-06-30,190.7,191.095,188.35,189.24,-0.77
1987-07-01,189.24,190.165,188.875,189.475,0.12
1987-07-02,189.535,190.945,189.535,190.385,0.48
1987-07-06,190.385,191.17,188.73,189.025,-0.71
1987-07-07,189.025,189.025,187.405,187.755,-0.67
1987-07-08,187.755,188.375,186.565,187.385,-0.2
1987-07-09,187.385,189.4,187.35,187.975,0.31
1987-07-10,187.975,188.94,187.79,188.735,0.4
1987-07-13,188.735,190.42,188.06,190.42,0.89
1987-07-14,190.42,194.995,190.42,194.985,2.4
1987-07-15,194.985,196.035,193.7,194.87,-0.06
1987-07-16,194.87,196.355,194.83,196.04,0.6
1987-07-17,196.04,197.305,195.31,195.865,-0.09
1987-07-20,195.865,195.865,193.77,193.86,-1.02
1987-07-21,193.86,194.915,192.83,193.195,-0.34
1987-07-22,193.195,193.825,192.565,193.635,0.23
1987-07-23,193.635,193.875,190.46,191.505,-1.1
1987-07-24,191.505,193.115,191.49,193.025,0.79
1987-07-27,193.025,193.365,191.995,193.195,0.09
1987-07-28,193.195,194.24,193.195,193.755,0.29
1987-07-29,193.755,194.845,193.585,194.725,0.5
1987-07-30,194.725,196.75,194.605,196.565,0.94
1987-07-31,196.565,197.12,195.83,196.35,-0.11
1987-08-03,196.35,196.705,194.585,195.24,-0.57
1987-08-04,195.24,195.99,194.095,195.88,0.33
1987-08-05,195.88,198.625,195.88,198.245,1.21
1987-08-06,198.245,201.915,198.05,201.865,1.83
1987-08-07,201.865,204.705,201.865,203.73,0.92
1987-08-10,203.73,206.06,203.1,206.03,1.13
1987-08-11,206.03,208.465,206.03,208.39,1.15
1987-08-12,208.39,208.585,206.795,207.06,-0.64
1987-08-13,207.06,207.605,206.14,206.47,-0.28
1987-08-14,206.47,206.985,205.31,206.465,-0.0
1987-08-17,206.465,207.135,205.63,206.83,0.18
1987-08-18,206.83,206.865,203.31,203.9,-1.42
1987-08-19,203.9,205.39,203.35,205.39,0.73
1987-08-20,205.39,208.975,205.365,208.93,1.72
1987-08-21,208.93,210.71,208.885,210.575,0.79
1987-08-24,210.575,210.575,208.775,209.48,-0.52
1987-08-25,209.48,211.56,209.48,210.715,0.59
1987-08-26,210.715,211.905,210.5,211.16,0.21
1987-08-27,211.16,212.165,210.245,210.635,-0.25
1987-08-28,210.635,211.025,208.845,208.845,-0.85
1987-08-31,208.845,209.75,207.655,209.575,0.35
1987-09-01,209.575,210.78,206.875,206.89,-1.28
1987-09-02,206.89,207.36,204.22,205.73,-0.56
1987-09-03,205.73,207.485,203.685,205.015,-0.35
1987-09-04,205.015,205.85,203.92,204.06,-0.47
1987-09-08,204.06,204.11,197.425,199.9,-2.04
1987-09-09,199.9,201.985,199.83,201.6,0.85
1987-09-10,201.6,205.345,201.6,205.165,1.77
1987-09-11,205.165,206.895,204.95,206.365,0.58
1987-09-14,206.365,207.07,204.34,205.16,-0.58
1987-09-15,205.16,205.16,201.675,202.255,-1.42
1987-09-16,202.255,203.44,201.24,201.3,-0.47
1987-09-17,201.3,202.245,200.71,202.055,0.38
1987-09-18,202.055,202.96,201.155,201.675,-0.19
1987-09-21,201.675,202.22,197.24,197.26,-2.19
1987-09-22,197.26,201.455,196.135,201.43,2.11
1987-09-23,201.43,204.14,201.43,204.075,1.31
1987-09-24,204.075,206.175,203.745,204.64,0.28
1987-09-25,204.64,205.66,204.055,205.115,0.23
1987-09-28,205.115,206.86,204.35,204.625,-0.24
1987-09-29,204.625,205.12,203.755,204.15,-0.23
