date,open,high,low,close,change_percent
1993-06-09,44.875,45.0625,44.8125,44.875,0.35
1993-06-10,44.8438,44.9375,44.75,44.9063,0.07
1993-06-11,45.0625,45.1563,44.9063,45.0938,0.42
1993-06-14,45.1563,45.1875,45.0313,45.0313,-0.14
1993-06-15,45.0938,45.125,44.9375,44.9375,-0.21
1993-06-16,44.9375,45.0313,44.8125,45.0313,0.21
1993-06-17,45.125,45.1875,45.0313,45.1875,0.35
1993-06-18,44.8438,44.8438,44.5,44.5,-0.82
1993-06-21,44.625,44.625,44.5313,44.5938,0.21
1993-06-22,44.6563,44.6563,44.5625,44.625,0.07
1993-06-23,44.625,44.625,44.2188,44.2188,-0.91
1993-06-24,44.3438,44.8125,44.3438,44.8125,1.34
1993-06-25,44.7813,44.9063,44.75,44.7813,-0.07
1993-06-28,45.0,45.2813,44.9375,45.2813,1.12
1993-06-29,45.2188,45.2188,45.0,45.0625,-0.48
1993-06-30,45.125,45.2188,45.0,45.0625,0.0
1993-07-01,45.125,45.125,44.875,44.9375,-0.28
1993-07-02,44.7813,44.8125,44.5313,44.6875,-0.56
1993-07-06,44.625,44.75,44.1563,44.2188,-1.05
1993-07-07,44.1875,44.4063,44.1875,44.3438,0.28
1993-07-08,44.375,44.9375,44.3125,44.8438,1.13
1993-07-09,44.8438,44.9688,44.75,44.9688,0.28
1993-07-12,44.9063,44.9688,44.8438,44.9375,-0.07
1993-07-13,44.9688,45.0938,44.6563,44.9063,-0.07
1993-07-14,44.9375,45.1875,44.9063,45.0625,0.35
1993-07-15,45.0313,45.0313,44.7813,44.875,-0.42
1993-07-16,44.9063,44.9375,44.6875,44.75,-0.28
1993-07-19,44.75,44.75,44.5938,44.7188,-0.07
1993-07-20,44.6875,44.8438,44.4688,44.8438,0.28
1993-07-21,44.7813,44.8125,44.6563,44.8125,-0.07
1993-07-22,44.75,44.8125,44.5,44.5,-0.7
1993-07-23,44.5938,44.7188,44.5625,44.7188,0.49
1993-07-26,44.8438,45.0625,44.8438,44.9688,0.56
1993-07-27,45.0,45.0313,44.7813,44.9375,-0.07
1993-07-28,44.8438,44.9375,44.7813,44.8438,-0.21
1993-07-29,44.9375,45.2188,44.875,45.0938,0.56
1993-07-30,45.0938,45.0938,44.7813,44.8438,-0.55
1993-08-02,44.9063,45.125,44.9063,44.9688,0.28
1993-08-03,45.0625,45.1875,44.8438,45.0,0.07
1993-08-04,45.0,45.0938,44.875,45.0,0.0
1993-08-05,45.0,45.0,44.8438,44.9063,-0.21
1993-08-06,45.0313,45.0625,44.9063,44.9688,0.14
1993-08-09,45.0938,45.3438,45.0,45.2188,0.56
1993-08-10,45.1875,45.2188,45.125,45.1875,-0.07
1993-08-11,45.1563,45.3125,45.1563,45.1875,0.0
1993-08-12,45.3125,45.3125,44.9063,45.0625,-0.28
1993-08-13,45.0938,45.1563,45.0938,45.125,0.14
1993-08-16,45.1563,45.5,45.1563,45.375,0.55
1993-08-17,45.3438,45.5313,45.3438,45.5313,0.34
1993-08-18,45.6875,45.875,45.6563,45.7813,0.55
1993-08-19,45.8125,45.8125,45.7188,45.7813,0.0
1993-08-20,45.6875,45.8125,45.6563,45.8125,0.07
1993-08-23,45.625,45.75,45.625,45.7188,-0.2
1993-08-24,45.7188,46.2188,45.7188,46.2188,1.09
1993-08-25,46.2188,46.4375,46.1563,46.25,0.07
1993-08-26,46.2813,46.5313,46.0938,46.2813,0.07
1993-08-27,46.1563,46.25,46.1563,46.25,-0.07
1993-08-30,46.2813,46.5,46.2813,46.4375,0.41
1993-08-31,46.4063,46.5625,46.3438,46.5625,0.27
1993-09-01,46.4063,46.5938,46.4063,46.5,-0.13
1993-09-02,46.5313,46.5938,46.3125,46.3438,-0.34
1993-09-03,46.3125,46.4375,46.25,46.375,0.07
1993-09-07,46.375,46.4375,46.0,46.0625,-0.67
1993-09-08,46.0625,46.0625,45.5938,45.9063,-0.34
1993-09-09,45.7188,46.0313,45.7188,46.0,0.2
1993-09-10,46.125,46.4375,46.0625,46.4063,0.88
1993-09-13,46.5625,46.5625,46.4375,46.4375,0.07
1993-09-14,46.3125,46.3125,46.0938,46.25,-0.4
1993-09-15,46.0625,46.4063,45.9063,46.375,0.27
1993-09-16,46.3125,46.3438,46.1563,46.2813,-0.2
1993-09-17,45.875,45.9063,45.75,45.8125,-0.4
1993-09-20,45.875,45.9688,45.4375,45.4375,-0.82
1993-09-21,45.5,45.5625,44.8125,45.2813,-0.34
1993-09-22,45.4375,45.7188,45.375,45.6563,0.83
1993-09-23,45.7813,45.9375,45.7188,45.9063,0.55
1993-09-24,45.8438,45.875,45.7188,45.7813,-0.27
1993-09-27,46.125,46.2813,46.125,46.2813,1.09
1993-09-28,46.3125,46.3125,46.1563,46.1875,-0.2
1993-09-29,46.1875,46.3125,45.9688,46.0313,-0.34
1993-09-30,46.0313,46.125,45.8438,45.9375,-0.2
1993-10-01,45.875,46.2188,45.8125,46.1563,0.48
1993-10-04,46.2188,46.2188,46.0938,46.2188,0.14
1993-10-05,46.3125,46.3125,46.0,46.1563,-0.14
1993-10-06,46.1875,46.375,46.125,46.125,-0.07
1993-10-07,46.1875,46.1875,45.9688,46.0,-0.27
1993-10-08,46.125,46.1563,45.7188,46.0625,0.14
1993-10-11,46.1563,46.25,46.1563,46.1563,0.2
1993-10-12,46.2188,46.25,46.1875,46.2188,0.14
1993-10-13,46.25,46.25,46.1563,46.2188,0.0
1993-10-14,46.4063,46.8125,46.2813,46.8125,1.28
1993-10-15,47.0313,47.1563,46.9063,47.0625,0.53
1993-10-18,47.0313,47.0313,46.875,46.9375,-0.27
1993-10-19,46.875,46.9688,46.5938,46.5938,-0.73
1993-10-20,46.75,46.75,46.5625,46.6563,0.13
1993-10-21,46.6875,46.6875,46.5313,46.5938,-0.13
1993-10-22,46.6563,46.8438,46.375,46.375,-0.47
1993-10-25,46.4063,46.5625,46.2813,46.5,0.27
1993-10-26,46.4688,46.5,46.3125,46.4688,-0.07
1993-10-27,46.4063,46.5313,46.4063,46.5,0.07
1993-10-28,46.5625,46.9688,46.5625,46.8438,0.74
1993-10-29,46.8125,46.875,46.7813,46.8438,0.0
1993-11-01,46.7813,47.0,46.7813,46.9688,0.27
1993-11-02,46.9063,47.0,46.6563,46.9375,-0.07
1993-11-03,46.9063,46.9063,46.125,46.3438,-1.27
1993-11-04,46.3438,46.3438,45.8125,45.8438,-1.08
1993-11-05,45.7188,46.0625,45.5313,46.0625,0.48
1993-11-08,46.0938,46.25,45.9688,46.125,0.14
1993-11-09,46.4375,46.4688,46.125,46.1563,0.07
1993-11-10,46.1563,46.5,46.0313,46.5,0.74
1993-11-11,46.5,46.625,46.3438,46.375,-0.27
1993-11-12,46.4688,46.75,46.4375,46.5938,0.47
1993-11-15,46.6875,46.6875,46.4375,46.5625,-0.07
1993-11-16,46.6563,46.8125,46.4688,46.7813,0.47
1993-11-17,46.8125,46.8125,46.4063,46.5313,-0.53
1993-11-18,46.4688,46.5625,46.2813,46.4063,-0.27
1993-11-19,46.25,46.375,46.2188,46.3125,-0.2
1993-11-22,46.1875,46.2188,45.875,46.0313,-0.61
1993-11-23,46.2813,46.3125,46.0313,46.2813,0.54
1993-11-24,46.4063,46.5,46.3438,46.4688,0.41
1993-11-26,46.5938,46.5938,46.4688,46.5,0.07
1993-11-29,46.625,46.7188,46.3125,46.3125,-0.4
1993-11-30,46.2813,46.5625,46.25,46.3438,0.07
1993-12-01,46.5938,46.625,46.4063,46.4063,0.13
1993-12-02,46.5,46.5625,46.4063,46.5313,0.27
1993-12-03,46.5,46.7188,46.5,46.7188,0.4
1993-12-06,46.7813,46.9375,46.7813,46.875,0.33
1993-12-07,46.875,46.9063,46.7813,46.8438,-0.07
1993-12-08,46.8438,46.8438,46.7813,46.8438,0.0
1993-12-09,46.8438,46.9063,46.625,46.6875,-0.33
1993-12-10,46.7188,46.7188,46.5,46.5938,-0.2
1993-12-13,46.5938,46.875,46.5313,46.875,0.6
1993-12-14,46.9063,46.9063,46.5313,46.5313,-0.73
1993-12-15,46.5938,46.625,46.4688,46.4688,-0.13
1993-12-16,46.6563,46.6563,46.5625,46.625,0.34
1993-12-17,46.4063,46.5938,46.375,46.5625,0.55
1993-12-20,46.5313,46.6563,46.5,46.625,0.13
1993-12-21,46.5625,46.5625,46.4063,46.4688,-0.34
1993-12-22,46.5938,46.8125,46.5,46.7813,0.67
1993-12-23,46.75,46.8438,46.6875,46.75,-0.07
1993-12-27,46.75,47.0,46.75,47.0,0.53
1993-12-28,46.9688,47.125,46.9375,47.0938,0.2
1993-12-29,47.125,47.1563,47.0,47.0313,-0.13
1993-12-30,47.0,47.0,46.75,46.8438,-0.4
1993-12-31,46.9375,47.0,46.5625,46.5938,-0.53
1994-01-03,46.5938,46.6563,46.4063,46.4688,-0.27
1994-01-04,46.5313,46.6563,46.4688,46.6563,0.4
1994-01-05,46.7188,46.7813,46.5313,46.75,0.2
1994-01-06,46.8125,46.8438,46.6875,46.75,0.0
1994-01-07,46.8438,47.0625,46.7188,47.0313,0.6
1994-01-10,47.0938,47.5938,46.9688,47.5938,1.2
1994-01-11,47.5625,47.5625,47.3438,47.5,-0.2
1994-01-12,47.5313,47.5313,47.1875,47.3438,-0.33
1994-01-13,47.2188,47.3125,47.1563,47.2188,-0.26
1994-01-14,47.375,47.5,47.375,47.4063,0.4
1994-01-17,47.4063,47.4688,47.3125,47.4063,0.0
1994-01-18,47.4688,47.5313,47.375,47.4688,0.13
1994-01-19,47.4063,47.4688,47.25,47.3438,-0.26
1994-01-20,47.4063,47.5,47.375,47.4688,0.26
1994-01-21,47.5313,47.5313,47.3438,47.375,-0.2
1994-01-24,47.3438,47.5625,47.1875,47.1875,-0.4
1994-01-25,47.2188,47.25,47.0938,47.1875,0.0
1994-01-26,47.1875,47.3438,47.125,47.3125,0.26
1994-01-27,47.4063,47.8125,47.3438,47.75,0.92
1994-01-28,47.9375,48.0313,47.875,47.875,0.26
1994-01-31,48.0625,48.3125,48.0,48.2188,0.72
1994-02-01,48.1563,48.1563,47.9063,47.9688,-0.52
1994-02-02,48.125,48.2813,48.0938,48.2813,0.65
1994-02-03,48.1875,48.1875,47.9063,48.0625,-0.45
1994-02-04,48.0625,48.125,46.9688,46.9688,-2.28
1994-02-07,46.8438,47.3125,46.8438,47.1875,0.47
1994-02-08,47.2813,47.2813,47.0313,47.2188,0.07
1994-02-09,47.25,47.4375,47.1875,47.4063,0.4
1994-02-10,47.375,47.4063,47.0,47.0,-0.86
1994-02-11,47.0313,47.2813,46.8125,47.1563,0.33
1994-02-14,47.0625,47.375,47.0,47.2188,0.13
1994-02-15,47.3125,47.5,47.25,47.4688,0.53
1994-02-16,47.5313,47.5313,47.3438,47.4375,-0.07
1994-02-17,47.6563,47.6875,47.0313,47.1563,-0.59
1994-02-18,47.1875,47.2188,46.75,46.875,-0.6
1994-02-22,47.0,47.3438,47.0,47.3438,1.0
1994-02-23,47.4063,47.4375,47.0625,47.2188,-0.26
1994-02-24,47.0625,47.0625,46.5625,46.5938,-1.32
1994-02-25,46.6563,46.8125,46.5625,46.8125,0.47
1994-02-28,46.9375,47.0625,46.8125,46.8125,0.0
1994-03-01,46.8125,46.9063,46.375,46.625,-0.4
1994-03-02,46.0625,46.6875,45.9375,46.6875,0.13
1994-03-03,46.625,46.625,46.4375,46.5625,-0.27
1994-03-04,46.5625,46.8125,46.4063,46.6875,0.27
1994-03-07,46.875,47.0,46.875,46.9375,0.54
1994-03-08,46.9688,46.9688,46.6875,46.75,-0.4
1994-03-09,46.8125,47.0,46.5938,46.9688,0.47
1994-03-10,46.9688,46.9688,46.4688,46.5938,-0.8
1994-03-11,46.6875,46.9063,46.4375,46.8438,0.54
1994-03-14,47.0313,47.0313,46.8438,46.9063,0.13
1994-03-15,47.0313,47.125,46.8438,46.875,-0.07
1994-03-16,46.9688,47.25,46.8125,47.25,0.8
1994-03-17,47.0938,47.3125,47.0938,47.25,0.0
1994-03-18,46.75,47.0313,46.7188,46.9688,-0.02
1994-03-21,46.8125,46.9375,46.7188,46.8438,-0.27
1994-03-22,46.8438,47.0625,46.75,46.9688,0.27
1994-03-23,46.9375,47.0625,46.9063,46.9375,-0.07
1994-03-24,46.75,46.8438,46.1563,46.375,-1.2
1994-03-25,46.4063,46.5313,45.9375,45.9375,-0.94
1994-03-28,46.0,46.0625,45.5938,46.0,0.14
1994-03-29,46.0,46.0313,45.0938,45.0938,-1.97
1994-03-30,45.125,45.25,44.4688,44.4688,-1.39
1994-03-31,44.4688,44.6875,43.5313,44.5938,0.28
1994-04-04,43.3438,44.0313,43.3438,43.9063,-1.54
1994-04-05,44.3438,44.8125,44.3438,44.8125,2.06
1994-04-06,44.875,44.9063,44.5,44.8125,0.0
1994-04-07,44.7813,45.125,44.5313,45.0313,0.49
1994-04-08,44.9375,44.9375,44.4688,44.6875,-0.76
1994-04-11,44.8125,45.0625,44.7031,44.875,0.42
1994-04-12,44.9219,45.0,44.7188,44.8125,-0.14
1994-04-13,44.7969,44.9063,44.25,44.5781,-0.52
1994-04-14,44.5,44.8281,44.4063,44.5938,0.04
1994-04-15,44.5781,44.7813,44.5156,44.5938,0.0
1994-04-18,44.6406,44.7656,44.1563,44.2969,-0.67
1994-04-19,44.25,44.5313,43.9844,44.3594,0.14
1994-04-20,44.4063,44.5156,44.0781,44.3125,-0.11
1994-04-21,44.5,44.9688,44.3438,44.9063,1.34
1994-04-22,45.0156,45.0469,44.7344,44.8594,-0.1
1994-04-25,44.8438,45.3594,44.8438,45.3281,1.04
1994-04-26,45.2656,45.3438,45.1875,45.2813,-0.1
1994-04-28,45.1875,45.25,44.8125,44.9531,-0.72
1994-04-29,44.875,45.1563,44.8125,45.0938,0.31
1994-05-02,45.0938,45.7188,44.9375,45.375,0.62
1994-05-03,45.3906,45.4063,45.0625,45.3281,-0.1
1994-05-04,45.4219,45.4219,45.0781,45.25,-0.17
1994-05-05,45.2969,45.375,45.1875,45.1875,-0.14
1994-05-06,44.9688,44.9688,44.5938,44.75,-0.97
1994-05-09,44.625,44.75,44.2813,44.3594,-0.87
1994-05-10,44.5781,44.8438,44.5469,44.7031,0.77
1994-05-11,44.6563,44.7188,44.1719,44.2969,-0.91
1994-05-12,44.5781,44.625,44.4063,44.5156,0.49
1994-05-13,44.6406,44.6406,44.2969,44.5156,0.0
1994-05-16,44.6094,44.75,44.5156,44.5313,0.04
1994-05-17,44.5625,45.1875,44.5,45.1875,1.47
1994-05-18,45.2188,45.6875,45.0156,45.5156,0.73
1994-05-19,45.4219,45.8594,45.4219,45.7344,0.48
1994-05-20,45.6563,45.6875,45.5,45.5625,-0.38
1994-05-23,45.5156,45.5313,45.3438,45.4844,-0.17
1994-05-24,45.6094,45.8438,45.6094,45.6719,0.41
1994-05-25,45.5,45.8281,45.3438,45.7969,0.27
1994-05-26,45.7813,45.9375,45.7344,45.8281,0.07
1994-05-27,45.75,45.875,45.6719,45.875,0.1
1994-05-31,45.7344,45.9063,45.6563,45.8125,-0.14
1994-06-01,45.7031,46.0156,45.5625,46.0156,0.44
1994-06-02,46.0469,46.0469,45.8906,45.9688,-0.1
1994-06-03,46.0,46.3906,45.8594,46.2344,0.58
1994-06-06,46.3281,46.4688,46.1875,46.2188,-0.03
1994-06-07,46.1406,46.2188,46.0313,46.1563,-0.14
1994-06-08,46.2656,46.2656,45.7813,45.7813,-0.81
1994-06-09,45.9844,46.0313,45.8906,46.0313,0.55
1994-06-10,46.0781,46.2031,46.0781,46.1094,0.17
1994-06-13,46.0469,46.1875,46.0313,46.1719,0.14
1994-06-14,46.3125,46.5469,46.3125,46.5313,0.78
1994-06-15,46.5469,46.5625,46.3125,46.3438,-0.4
1994-06-16,46.3438,46.4688,46.2969,46.4375,0.2
1994-06-17,46.1563,46.2031,45.8125,45.875,-0.56
1994-06-20,45.5469,45.625,45.4375,45.4844,-0.85
1994-06-21,45.4531,45.4531,44.9063,45.0938,-0.86
1994-06-22,45.2188,45.4219,45.1719,45.2656,0.38
1994-06-23,45.3438,45.4063,44.9375,45.0,-0.59
1994-06-24,44.7813,44.7813,44.0,44.0625,-2.08
1994-06-27,44.2344,44.8281,44.0156,44.8281,1.74
1994-06-28,44.8438,44.8438,44.25,44.6094,-0.49
1994-06-29,44.6719,45.0156,44.625,44.75,0.32
1994-06-30,44.8281,44.8438,44.3125,44.4688,-0.63
1994-07-01,44.6875,44.6875,44.375,44.5625,0.21
1994-07-05,44.6563,44.8594,44.5156,44.7969,0.53
1994-07-06,44.625,44.8125,44.4688,44.7344,-0.14
1994-07-07,44.7344,44.9219,44.6875,44.9219,0.42
1994-07-08,44.6406,44.9844,44.625,44.9063,-0.03
1994-07-11,44.9375,45.0156,44.5313,44.75,-0.35
1994-07-12,44.7656,44.8281,44.5156,44.8125,0.14
1994-07-13,44.8281,45.0313,44.8281,44.8906,0.17
1994-07-14,45.1094,45.4688,45.0781,45.375,1.08
1994-07-15,45.3438,45.4844,45.3281,45.3906,0.03
1994-07-18,45.3906,45.5781,45.3906,45.4688,0.17
1994-07-19,45.5469,45.5625,45.375,45.375,-0.21
1994-07-20,45.4063,45.4063,45.0625,45.1719,-0.45
1994-07-21,45.1719,45.2969,45.0781,45.2656,0.21
1994-07-22,45.375,45.4063,45.25,45.3438,0.17
1994-07-25,45.3594,45.4531,45.3125,45.4063,0.14
1994-07-26,45.3906,45.4219,45.3125,45.3594,-0.1
1994-07-27,45.3594,45.3594,45.1719,45.3594,0.0
1994-07-28,45.3594,45.5781,45.3594,45.4531,0.21
1994-07-29,45.7656,46.0469,45.75,45.9063,1.0
1994-08-01,45.9375,46.1563,45.8906,46.125,0.48
1994-08-02,46.2813,46.375,46.0313,46.1875,0.14
1994-08-03,46.1719,46.2344,46.0938,46.2031,0.03
1994-08-04,46.1719,46.2188,45.9219,45.9375,-0.57
1994-08-05,45.7031,45.8438,45.6563,45.7813,-0.34
1994-08-08,45.8281,45.9375,45.7813,45.8906,0.24
1994-08-09,45.7188,45.9688,45.7188,45.9688,0.17
1994-08-10,46.0,46.1875,45.9375,46.1406,0.37
1994-08-11,46.0313,46.2344,45.7344,45.9688,-0.37
1994-08-12,46.0469,46.3438,46.0469,46.3281,0.78
1994-08-15,46.375,46.4844,46.3125,46.3125,-0.03
1994-08-16,46.3438,46.6875,46.1563,46.6406,0.71
1994-08-17,46.7031,46.7344,46.5781,46.6094,-0.07
1994-08-18,46.4531,46.5625,46.4063,46.4531,-0.34
1994-08-19,46.4688,46.5156,46.3125,46.4219,-0.07
1994-08-22,46.4375,46.4375,46.2813,46.375,-0.1
1994-08-23,46.5781,46.8594,46.5156,46.6406,0.57
1994-08-24,46.6875,47.1406,46.6719,47.1406,1.07
1994-08-25,47.0938,47.2031,46.8906,47.0156,-0.27
1994-08-26,47.125,47.7813,47.125,47.6875,1.43
1994-08-29,47.8125,47.9844,47.6406,47.6563,-0.07
1994-08-30,47.6406,47.8594,47.5781,47.7813,0.26
1994-08-31,47.7031,47.8906,47.5938,47.6563,-0.26
1994-09-01,47.5,47.5313,47.3281,47.5,-0.33
1994-09-02,47.7188,47.7188,47.2188,47.2969,-0.43
1994-09-06,47.2656,47.3594,47.125,47.3125,0.03
1994-09-07,47.4219,47.4219,47.2188,47.2656,-0.1
1994-09-08,47.3594,47.5625,47.3438,47.5,0.5
1994-09-09,47.0313,47.125,46.8125,47.0,-1.05
1994-09-12,47.0,47.0625,46.7813,46.8594,-0.3
1994-09-13,46.9531,47.125,46.8594,47.0,0.3
1994-09-14,46.8438,47.1094,46.8438,47.0469,0.1
1994-09-15,47.1719,47.6406,47.1719,47.6406,1.26
1994-09-16,47.0,47.1406,46.8438,47.0156,-0.71
1994-09-19,47.125,47.3281,47.0156,47.0625,0.1
1994-09-20,46.8125,46.8594,46.1719,46.1719,-1.89
1994-09-21,46.3125,46.3125,45.7344,46.1719,0.0
1994-09-22,46.2813,46.2813,46.0156,46.0625,-0.24
1994-09-23,46.0781,46.1719,45.8281,45.9063,-0.34
1994-09-26,46.0781,46.1719,45.9844,46.1406,0.51
1994-09-27,46.1406,46.2656,46.0,46.1094,-0.07
1994-09-28,46.3594,46.5313,46.3281,46.4688,0.78
1994-09-29,46.4688,46.4688,46.0938,46.2344,-0.5
1994-09-30,46.2188,46.4375,46.1719,46.1719,-0.14
1994-10-03,46.2031,46.25,45.9844,46.0625,-0.24
1994-10-04,46.2969,46.2969,45.3438,45.375,-1.49
1994-10-05,45.2969,45.3906,45.0,45.3906,0.03
1994-10-06,45.4219,45.4531,45.1719,45.25,-0.31
1994-10-07,45.25,45.5781,45.2031,45.4531,0.45
1994-10-10,45.6563,46.0156,45.6406,45.9375,1.07
1994-10-11,46.1406,46.75,46.1406,46.625,1.5
1994-10-12,46.6875,46.75,46.5781,46.6875,0.13
1994-10-13,47.2188,47.3281,46.7969,46.8438,0.33
1994-10-14,47.0,47.0625,46.6875,47.0469,0.43
1994-10-17,47.0,47.0625,46.9063,46.9531,-0.2
1994-10-18,46.9063,46.9063,46.6875,46.8438,-0.23
1994-10-19,46.6719,47.2344,46.6563,47.0625,0.47
1994-10-20,47.0625,47.0625,46.6094,46.75,-0.66
1994-10-21,46.625,46.6875,46.3594,46.5625,-0.4
1994-10-24,46.5781,46.7656,46.1563,46.1719,-0.84
1994-10-25,46.0156,46.3125,46.0,46.2188,0.1
1994-10-26,46.3906,46.4375,46.1719,46.3906,0.37
1994-10-27,46.5625,46.6719,46.4531,46.6719,0.61
1994-10-28,46.7656,47.7031,46.7656,47.6563,2.11
1994-10-31,47.5469,47.5938,47.4688,47.4844,-0.36
1994-11-01,47.2813,47.2813,46.9375,46.9531,-1.12
1994-11-02,46.8125,47.2344,46.6875,46.6875,-0.57
1994-11-03,46.8438,47.0156,46.7813,46.9375,0.54
1994-11-04,47.1563,47.1563,46.3281,46.3281,-1.3
1994-11-07,46.3125,46.5938,46.3125,46.4688,0.3
1994-11-08,46.625,46.9844,46.5469,46.8281,0.77
1994-11-09,47.3281,47.3281,46.5,46.9063,0.17
1994-11-10,46.9375,47.0313,46.5469,46.5781,-0.7
1994-11-11,46.5156,46.5625,46.2813,46.4063,-0.37
1994-11-14,46.6094,46.8594,46.6094,46.8438,0.94
1994-11-15,46.7969,47.0938,46.3281,46.6875,-0.33
